s	166582
f	170381
d	170709
k	170804
k	171270
i	171983
d	173548
v	176419
v	183796
v	184689
;	187487
v	187807
v	188959
v	190697
y	191149
v	191735
m	193071
c	193645
,	194738
,	195375
,	196719
.	197576
z	199067
z	199829
/	200251
/	200981
s	201478
h	201645
d	201876
h	204439
u	205022
j	205086
d	205406
i	205627
d	206011
d	208217
k	208520
i	208946
u	209915
a	210990
q	211330
z	211717
w	212082
x	212497
e	212932
c	213360
r	213768
v	214221
t	214620
b	215077
y	215516
u	216302
l	219666
o	220075
k	220491
i	220933
j	221393
y	221890
h	222347
t	222891
g	223356
e	223847
f	224305
w	224791
d	225259
q	225767
a	226353
p	227544
a	228657
p	229227
p	229927
a	229935
a	230353
p	230363
a	230628
p	230664
p	230895
a	230969
w	234161
h	234251
e	234388
n	234552
e	235563
v	235662
e	235792
r	235859
w	236772
e	236800
g	237573
o	237635
o	238246
u	238357
t	238514
/	244193
/	244763
b	245804
n	246114
n	247708
b	249093
;	251744
a	254240
;	256098
;	258886

--
8/17/2016 10:45
typing style
f	4784
j	5140
j	6036
f	6363
f	7262
j	7948
f	8341
j	8473
f	8963
j	10097
f	13010
j	13352
f	13906
j	14288
f	14892
f	15211
j	15708
d	16055
k	16392
f	16756
d	17881
f	18141
j	18711
k	19049
f	20084
d	20928
j	21524
k	21846
f	22119
j	22461
d	23411
f	24019
j	24358
d	24657
k	24982

--
8/17/2016 10:58
typing style
f	4676
f	6051
f	7669
j	8037
f	8673
j	9340
j	9622
f	10040
j	10518
f	10807
j	10992
f	11330
j	11456
f	11661
j	11785
f	11967
j	12147
f	12397
j	12632
f	12941

--
8/17/2016 11:3
typing style
f	4308
j	4662
f	5489
j	5994

--
8/17/2016 11:14
typing style
f	3210
j	3757
j	4854
f	5285
f	7389
j	7787
f	10180
j	10531
j	11139
f	11398
f	12305
f	12534
j	12833
j	13459
j	13597
f	13812
j	14253
j	14395
f	14668
f	15563
j	15917
f	16815
f	18266
j	18743
j	19640
f	19830
f	20518
f	21506
j	22012
f	22919
j	23259
f	24059
j	24269
f	24809
j	25221
j	25361
j	25455
f	25852
d	26579
f	27256
j	27604
k	27884
f	29135
d	29296
j	29707
f	29965
d	30172
f	30354
d	31550
f	31642
j	31873
k	32152
d	32505
f	32616
j	33031
k	33333
d	33499
j	33689
f	33805
j	33921
d	34083
k	34130
f	34299
j	34583
d	34884
l	35251
s	35857
d	36474
j	37733
d	37960
k	38079
f	38241
j	38384
s	38762
k	39106
l	39432
k	39764
k	40185
j	40612
d	40768
j	40932
f	41069
k	41232
d	41373
k	41763
j	42157
l	42549
k	42926
j	43273
f	43439
k	43607
d	43718
j	43926
f	44111
l	44545
k	45151
j	45585
s	45938
k	46307
d	46492
j	46634
f	46724
k	46864
d	47074
l	47420
s	47745
a	48181
;	48545
s	49309
j	49609
d	49867
k	49937
f	50122
l	50262
;	50636
;	51766
f	52707
j	52867
d	53059
l	53196
f	53356
;	53896
l	54730
f	54918
k	55038
d	55232
j	55343
f	55479
l	55736
;	56129
;	57293
;	58189
;	58546
;	58897
;	59318
;	60134
f	61925
j	62177
d	62366
k	62482
f	62623
j	62764
l	62968
a	63825
s	64266
d	64525
f	64812
j	65166
k	65459
l	65859
k	66187
j	66467
f	66651
d	67067
s	67274
a	67498
a	67900
s	68102
d	68380
f	68786
g	69288
h	69618
h	70241
g	70409
h	70666
f	70849
j	70992
f	71426
k	71849
l	72332
k	72801
j	73266
h	74413
a	75559
s	76146
d	76647
f	77085
h	77590
h	78213
f	78633
d	78820
s	79026
a	79210
a	79741
s	79837
d	79907
f	80021
h	80185
h	80925
f	80993
d	81108
s	81156
a	81271
a	82037
s	82131
d	82227
f	82344
h	82483
h	83016
f	83107
d	83221
s	83312
a	83473

--
8/17/2016 11:19
typing style
f	4790
j	5508
f	6253
f	7213
j	7723
j	9134
f	9565
j	10140
f	10649
f	11821
f	12154
j	12479
f	12803
f	13033
f	13525
j	13724
f	13930
j	14030
f	14307
f	15257
j	15430
f	15665
j	15799
f	16264
f	16747
j	16979
f	17157
j	17281
d	17647
k	17697
f	18072
j	18372
d	20155
f	20275
j	20396
k	20554
k	21725
d	21853
f	21930
j	22004
k	22411
f	22643
j	23016
d	27292
f	27464
k	28297
d	29412
f	29536
d	30044
f	30243
d	31735
f	31882
j	32500
f	32790
j	32932
d	33179
k	33230
f	33430

--
8/17/2016 11:21
typing style
f	5741
f	7784
f	8465
f	9927
f	10290
f	10810
f	11397
j	11630
f	11790
j	11972
f	12085
j	12178
f	12340
j	12657
f	14473
j	14814
f	15775
d	16590
k	17047
j	17391
f	17599
k	17835
d	17998
j	18112
f	18301
d	19004
f	19348
j	19625
k	20172
d	21081
f	21173
j	21221
k	21357
d	22423
f	22515
j	22538
k	22632
d	23587
f	23656
j	23701
k	23771
d	24542
f	24633
j	24748
k	24817
d	25290
f	25403
j	25517
k	25608
d	26013
f	26103
j	26212
k	26280
d	26607
f	26720
j	26766
k	26861
d	27298
f	27390
j	27411
k	27504
d	27995
f	28106
j	28331
k	28398
d	29082
j	29262
f	29398
k	29513
d	29719
j	29788
f	29879
k	29967
d	30243
f	30642
j	31184
d	31505
k	31762
f	32108
j	32457
d	32880
k	34550
j	35285
f	35740
d	36190
d	37681
j	38002
f	38386
j	38819
f	40175
j	40592
d	41071
k	41447
f	41890
j	42806
d	43025
k	43287
f	43584
j	44090
k	44319
k	45473
d	45720
j	45943
f	46144
k	46328
j	46909
f	47221
k	47599
d	48112
j	48761
f	49950
j	50090
d	50295
k	50408
f	50569
j	50732
d	51190
j	51904
d	52641
j	53181
f	53518
k	53901
j	54372
f	54852
d	55391
s	57110
a	58418
f	61290
d	61792
s	62176
a	62717
f	64427
j	64815
k	65211
l	65595
;	66015
f	69772
f	70250
g	70634
g	71092
f	72596
f	72846
g	73079
g	73310
f	73742
g	74020
f	74535
g	74828
f	75064
g	75404
j	75815
j	76294
f	76895
j	77282
r	77653
u	78087
j	79063
r	79994
f	80855
;	81887
d	83823
s	85749
a	87396
l	88780
k	89100
j	89437
f	89794
h	89861
f	90767
d	90860
s	90930
a	91072
e	92111
i	92204
e	92325
i	92397
e	92490

--
8/17/2016 11:25
typing style
f	2457
j	2808
f	3557
f	4239
j	4526
f	5449
f	6120
f	6613
j	6938
j	7367
j	7715

--
8/17/2016 11:27
typing style
f	2479
j	2806
f	3769
j	4126
j	6213
f	6545
f	7540
f	10157
j	10504
f	10903
j	11198
f	11467
j	11661
f	12065
j	12405
f	12800
j	13245
f	14815
j	15514
d	15785
k	16439
j	18128
f	18331
j	18634
d	18952
k	19594
j	20429
f	20502
j	20603
d	20702
k	21218
j	21939
f	22111
j	22286
d	22583
f	22832
j	23311
k	23808
j	24277
f	24479
j	24971
f	25348
j	25695
f	26148
d	26617
k	27361
d	27658
j	27884
f	28110
k	28311
j	29252
f	29423
j	29716
d	29840
f	30013
j	30286
k	30434
j	31110
f	31183
j	31283
d	31386
k	31461
f	31561
j	31691
d	32397
j	32673
f	32846
k	33022
d	33273
j	33541
f	33766
l	34019
s	34369
k	34735
d	35084
j	35450
f	35655
k	35979
d	36156
j	36406
s	36770
l	37187

--
8/17/2016 11:28
typing style
f	3749
f	4564
f	5037
j	5366
f	5543
j	5723
f	8269
f	10361
f	13493
j	13915
f	16467
j	17846
f	19340
d	20415
f	21465
j	21904
k	22256
j	23936
f	24114
d	24240
d	25413
f	25511
j	25562
k	25658
k	26703
d	26781
j	26903
j	27075
f	27226
d	27731
j	28192
f	28541
k	28880
j	29302
f	29692
d	30084
d	31718
f	32085
j	32608
k	33187
j	34561
f	34930
d	35317
f	37042
j	37447
d	37913
f	38606
j	39084
k	39588
d	41026
f	41370
j	41684
k	42057
f	42451
d	42865
f	43650
j	44010
d	44421
k	44795
f	45191
d	46060
j	46476
f	46820
k	47118
d	47295
j	47438
f	47558
k	47657
j	48058
f	48276
d	48640

--
8/17/2016 11:34
typing style
f	3142
j	3592
f	4013
j	4332
f	4629
j	4758
f	5824
j	6309
f	6751
j	7348
f	7809
